ts=68239683; t=2025-05-13T18:59:15; ll=0; started=/usr/local/bin/pagekite.py; version=1.5.2.240101; platform=darwin; python=3.9.6 (default, Mar 12 2025, 20:22:46)  [Clang 17.0.0 (clang-1700.0.13.3)]; argv=4000 atsscribe.pagekite.me; ca_certs=/etc/ssl/cert.pem; send_always_buffers=False; tunnel_socket_blocks=False; optfile_.SELF/defaults.cfg=ok; optfile_/Users/raja/.pagekite.rc=ok
ts=68239684; t=2025-05-13T18:59:16; ll=1; FE=45.33.98.215:443; http_ping_ms=161; win=2; uuid=20b95faa01ec0beac766b8d87b1837161b23552c; wanted_by=DNS
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f1; FE=50.116.35.24:443; http_ping_ms=196; win=3; uuid=50ee887518c110963213fd4766d272e6d1c5a7e1; unbiased_ms=146
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f2; FE=172.104.23.213:443; http_ping_ms=217; win=3; uuid=64622f38062b9ce606f8140cc2655affbfde6ff0; unbiased_ms=167
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f3; FE=45.79.218.26:443; http_ping_ms=206; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=156
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f4; FE=45.79.135.57:443; http_ping_ms=217; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=167
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f5; FE=139.162.73.59:443; http_ping_ms=306; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=256
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f6; FE=139.162.210.121:443; http_ping_ms=366; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=316
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f7; FE=172.105.176.167:443; http_ping_ms=375; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=325
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f8; FE=213.168.250.47:443; http_ping_ms=372; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=322
ts=6825da6f; t=2025-05-15T12:13:35; ll=16f9; FE=172.104.131.125:443; http_ping_ms=400; win=3; uuid=c205849424e35b9493fc566b99c0769cb9c231c3; unbiased_ms=350
ts=6825da6f; t=2025-05-15T12:13:35; ll=16fa; FE=116.203.53.85:443; http_ping_ms=416; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=366
ts=6825da6f; t=2025-05-15T12:13:35; ll=16fb; FE=139.162.5.63:443; http_ping_ms=419; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=369
ts=6825da6f; t=2025-05-15T12:13:35; ll=16fc; FE=185.112.146.199:443; http_ping_ms=457; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=407
ts=6825da6f; t=2025-05-15T12:13:35; ll=16fd; FE=95.216.158.189:443; http_ping_ms=437; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=387
ts=6825da70; t=2025-05-15T12:13:36; ll=16fe; FE=172.105.59.232:443; http_ping_ms=525; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=475
ts=6825da70; t=2025-05-15T12:13:36; ll=16ff; connect=45.33.40.85:443
ts=6825da70; t=2025-05-15T12:13:36; ll=1700; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1d7
ts=6825da70; t=2025-05-15T12:13:36; ll=1701; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825da70; t=2025-05-15T12:13:36; ll=1702; wrote=549; wbps=346; read=889; eof=1; id=s1d7
ts=6825db01; t=2025-05-15T12:16:01; ll=1703; FE=45.33.40.85:443; http_ping_ms=53; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825db01; t=2025-05-15T12:16:01; ll=1704; connect=45.33.40.85:443
ts=6825db02; t=2025-05-15T12:16:02; ll=1705; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1d8
ts=6825db02; t=2025-05-15T12:16:02; ll=1706; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825db02; t=2025-05-15T12:16:02; ll=1707; wrote=549; wbps=346; read=889; eof=1; id=s1d8
ts=6825db92; t=2025-05-15T12:18:26; ll=1708; FE=45.33.40.85:443; http_ping_ms=56; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825db93; t=2025-05-15T12:18:27; ll=1709; FE=192.155.83.116:443; http_ping_ms=109; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=59
ts=6825db93; t=2025-05-15T12:18:27; ll=170a; FE=50.116.35.24:443; http_ping_ms=195; win=3; uuid=50ee887518c110963213fd4766d272e6d1c5a7e1; unbiased_ms=145
ts=6825db93; t=2025-05-15T12:18:27; ll=170b; FE=45.79.218.26:443; http_ping_ms=206; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=156
ts=6825db93; t=2025-05-15T12:18:27; ll=170c; FE=172.104.23.213:443; http_ping_ms=206; win=3; uuid=64622f38062b9ce606f8140cc2655affbfde6ff0; unbiased_ms=156
ts=6825db93; t=2025-05-15T12:18:27; ll=170d; FE=45.79.135.57:443; http_ping_ms=227; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=177
ts=6825db93; t=2025-05-15T12:18:27; ll=170e; FE=139.162.73.59:443; http_ping_ms=301; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=251
ts=6825db93; t=2025-05-15T12:18:27; ll=170f; FE=139.162.210.121:443; http_ping_ms=368; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=318
ts=6825db93; t=2025-05-15T12:18:27; ll=1710; FE=172.105.176.167:443; http_ping_ms=373; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=323
ts=6825db93; t=2025-05-15T12:18:27; ll=1711; FE=213.168.250.47:443; http_ping_ms=381; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=331
ts=6825db93; t=2025-05-15T12:18:27; ll=1712; FE=172.104.131.125:443; http_ping_ms=405; win=3; uuid=c205849424e35b9493fc566b99c0769cb9c231c3; unbiased_ms=355
ts=6825db93; t=2025-05-15T12:18:27; ll=1713; FE=139.162.5.63:443; http_ping_ms=413; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=363
ts=6825db93; t=2025-05-15T12:18:27; ll=1714; FE=116.203.53.85:443; http_ping_ms=418; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=368
ts=6825db93; t=2025-05-15T12:18:27; ll=1715; FE=95.216.158.189:443; http_ping_ms=444; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=394
ts=6825db93; t=2025-05-15T12:18:27; ll=1716; FE=185.112.146.199:443; http_ping_ms=455; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=405
ts=6825db93; t=2025-05-15T12:18:27; ll=1717; FE=172.105.59.232:443; http_ping_ms=525; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=475
ts=6825db93; t=2025-05-15T12:18:27; ll=1718; connect=45.33.40.85:443
ts=6825db94; t=2025-05-15T12:18:28; ll=1719; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1d9
ts=6825db94; t=2025-05-15T12:18:28; ll=171a; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825db94; t=2025-05-15T12:18:28; ll=171b; wrote=549; wbps=346; read=889; eof=1; id=s1d9
ts=6825dc24; t=2025-05-15T12:20:52; ll=171c; FE=45.33.40.85:443; http_ping_ms=57; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825dc24; t=2025-05-15T12:20:52; ll=171d; FE=192.155.83.116:443; http_ping_ms=108; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=58
ts=6825dc24; t=2025-05-15T12:20:52; ll=171e; FE=45.79.218.26:443; http_ping_ms=204; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=154
ts=6825dc24; t=2025-05-15T12:20:52; ll=171f; FE=50.116.35.24:443; http_ping_ms=195; win=3; uuid=50ee887518c110963213fd4766d272e6d1c5a7e1; unbiased_ms=145
ts=6825dc24; t=2025-05-15T12:20:52; ll=1720; FE=172.104.23.213:443; http_ping_ms=207; win=3; uuid=64622f38062b9ce606f8140cc2655affbfde6ff0; unbiased_ms=157
ts=6825dc24; t=2025-05-15T12:20:52; ll=1721; FE=45.79.135.57:443; http_ping_ms=228; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=178
ts=6825dc25; t=2025-05-15T12:20:53; ll=1722; FE=139.162.73.59:443; http_ping_ms=299; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=249
ts=6825dc25; t=2025-05-15T12:20:53; ll=1723; FE=172.105.176.167:443; http_ping_ms=368; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=318
ts=6825dc25; t=2025-05-15T12:20:53; ll=1724; FE=213.168.250.47:443; http_ping_ms=385; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=335
ts=6825dc25; t=2025-05-15T12:20:53; ll=1725; FE=172.104.131.125:443; http_ping_ms=394; win=3; uuid=c205849424e35b9493fc566b99c0769cb9c231c3; unbiased_ms=344
ts=6825dc25; t=2025-05-15T12:20:53; ll=1726; FE=139.162.210.121:443; http_ping_ms=377; win=3; uuid=14fb15e4603c96861f9f5f4936818d01de385109; unbiased_ms=327
ts=6825dc25; t=2025-05-15T12:20:53; ll=1727; FE=116.203.53.85:443; http_ping_ms=422; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=372
ts=6825dc25; t=2025-05-15T12:20:53; ll=1728; FE=95.216.158.189:443; http_ping_ms=447; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=397
ts=6825dc25; t=2025-05-15T12:20:53; ll=1729; FE=139.162.5.63:443; http_ping_ms=418; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=368
ts=6825dc25; t=2025-05-15T12:20:53; ll=172a; FE=185.112.146.199:443; http_ping_ms=452; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=402
ts=6825dc25; t=2025-05-15T12:20:53; ll=172b; FE=172.105.59.232:443; http_ping_ms=523; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=473
ts=6825dc25; t=2025-05-15T12:20:53; ll=172c; connect=45.33.40.85:443
ts=6825dc25; t=2025-05-15T12:20:53; ll=172d; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1da
ts=6825dc25; t=2025-05-15T12:20:53; ll=172e; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825dc25; t=2025-05-15T12:20:53; ll=172f; wrote=549; wbps=346; read=889; eof=1; id=s1da
ts=6825dcb6; t=2025-05-15T12:23:18; ll=1730; FE=45.33.40.85:443; http_ping_ms=54; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825dcb6; t=2025-05-15T12:23:18; ll=1731; connect=45.33.40.85:443
ts=6825dcb7; t=2025-05-15T12:23:19; ll=1732; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1db
ts=6825dcb7; t=2025-05-15T12:23:19; ll=1733; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825dcb7; t=2025-05-15T12:23:19; ll=1734; wrote=549; wbps=346; read=889; eof=1; id=s1db
ts=6825dd48; t=2025-05-15T12:25:44; ll=1735; FE=45.33.40.85:443; http_ping_ms=49; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825dd48; t=2025-05-15T12:25:44; ll=1736; connect=45.33.40.85:443
ts=6825dd48; t=2025-05-15T12:25:44; ll=1737; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1dc
ts=6825dd48; t=2025-05-15T12:25:44; ll=1738; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825dd48; t=2025-05-15T12:25:44; ll=1739; wrote=549; wbps=346; read=889; eof=1; id=s1dc
ts=6825ddd9; t=2025-05-15T12:28:09; ll=173a; FE=45.33.40.85:443; http_ping_ms=50; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825ddd9; t=2025-05-15T12:28:09; ll=173b; connect=45.33.40.85:443
ts=6825ddd9; t=2025-05-15T12:28:09; ll=173c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1dd
ts=6825ddd9; t=2025-05-15T12:28:09; ll=173d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825ddd9; t=2025-05-15T12:28:09; ll=173e; wrote=549; wbps=346; read=889; eof=1; id=s1dd
ts=6825de6a; t=2025-05-15T12:30:34; ll=173f; FE=45.33.40.85:443; http_ping_ms=57; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825de6a; t=2025-05-15T12:30:34; ll=1740; FE=192.155.83.116:443; http_ping_ms=107; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=57
ts=6825de6b; t=2025-05-15T12:30:35; ll=1741; FE=45.79.218.26:443; http_ping_ms=203; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=153
ts=6825de6b; t=2025-05-15T12:30:35; ll=1742; FE=45.79.135.57:443; http_ping_ms=233; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=183
ts=6825de6b; t=2025-05-15T12:30:35; ll=1743; FE=139.162.73.59:443; http_ping_ms=299; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=249
ts=6825de6b; t=2025-05-15T12:30:35; ll=1744; FE=213.168.250.47:443; http_ping_ms=379; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=329
ts=6825de6b; t=2025-05-15T12:30:35; ll=1745; FE=172.105.176.167:443; http_ping_ms=367; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=317
ts=6825de6b; t=2025-05-15T12:30:35; ll=1746; FE=95.216.158.189:443; http_ping_ms=434; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=384
ts=6825de6b; t=2025-05-15T12:30:35; ll=1747; FE=139.162.5.63:443; http_ping_ms=424; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=374
ts=6825de6b; t=2025-05-15T12:30:35; ll=1748; FE=116.203.53.85:443; http_ping_ms=433; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=383
ts=6825de6b; t=2025-05-15T12:30:35; ll=1749; FE=185.112.146.199:443; http_ping_ms=453; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=403
ts=6825de6b; t=2025-05-15T12:30:35; ll=174a; FE=172.105.59.232:443; http_ping_ms=525; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=475
ts=6825de6b; t=2025-05-15T12:30:35; ll=174b; connect=45.33.40.85:443
ts=6825de6b; t=2025-05-15T12:30:35; ll=174c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1de
ts=6825de6b; t=2025-05-15T12:30:35; ll=174d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825de6b; t=2025-05-15T12:30:35; ll=174e; wrote=549; wbps=346; read=889; eof=1; id=s1de
ts=6825defc; t=2025-05-15T12:33:00; ll=174f; FE=45.33.40.85:443; http_ping_ms=58; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825defc; t=2025-05-15T12:33:00; ll=1750; FE=192.155.83.116:443; http_ping_ms=107; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=57
ts=6825defd; t=2025-05-15T12:33:01; ll=1751; FE=45.79.218.26:443; http_ping_ms=203; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=153
ts=6825defd; t=2025-05-15T12:33:01; ll=1752; FE=45.79.135.57:443; http_ping_ms=226; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=176
ts=6825defd; t=2025-05-15T12:33:01; ll=1753; FE=139.162.73.59:443; http_ping_ms=304; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=254
ts=6825defd; t=2025-05-15T12:33:01; ll=1754; FE=172.105.176.167:443; http_ping_ms=365; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=315
ts=6825defd; t=2025-05-15T12:33:01; ll=1755; FE=213.168.250.47:443; http_ping_ms=368; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=318
ts=6825defd; t=2025-05-15T12:33:01; ll=1756; FE=116.203.53.85:443; http_ping_ms=430; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=380
ts=6825defd; t=2025-05-15T12:33:01; ll=1757; FE=139.162.5.63:443; http_ping_ms=433; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=383
ts=6825defd; t=2025-05-15T12:33:01; ll=1758; FE=95.216.158.189:443; http_ping_ms=427; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=377
ts=6825defd; t=2025-05-15T12:33:01; ll=1759; FE=185.112.146.199:443; http_ping_ms=454; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=404
ts=6825defd; t=2025-05-15T12:33:01; ll=175a; FE=172.105.59.232:443; http_ping_ms=527; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=477
ts=6825defd; t=2025-05-15T12:33:01; ll=175b; connect=45.33.40.85:443
ts=6825defd; t=2025-05-15T12:33:01; ll=175c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1df
ts=6825defd; t=2025-05-15T12:33:01; ll=175d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825defd; t=2025-05-15T12:33:01; ll=175e; wrote=549; wbps=346; read=889; eof=1; id=s1df
ts=6825df8e; t=2025-05-15T12:35:26; ll=175f; FE=45.33.40.85:443; http_ping_ms=58; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825df8e; t=2025-05-15T12:35:26; ll=1760; FE=192.155.83.116:443; http_ping_ms=111; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=61
ts=6825df8e; t=2025-05-15T12:35:26; ll=1761; FE=45.79.218.26:443; http_ping_ms=203; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=153
ts=6825df8e; t=2025-05-15T12:35:26; ll=1762; FE=45.79.135.57:443; http_ping_ms=232; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=182
ts=6825df8e; t=2025-05-15T12:35:26; ll=1763; FE=139.162.73.59:443; http_ping_ms=304; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=254
ts=6825df8f; t=2025-05-15T12:35:27; ll=1764; FE=172.105.176.167:443; http_ping_ms=367; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=317
ts=6825df8f; t=2025-05-15T12:35:27; ll=1765; FE=213.168.250.47:443; http_ping_ms=373; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=323
ts=6825df8f; t=2025-05-15T12:35:27; ll=1766; FE=116.203.53.85:443; http_ping_ms=425; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=375
ts=6825df8f; t=2025-05-15T12:35:27; ll=1767; FE=139.162.5.63:443; http_ping_ms=428; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=378
ts=6825df8f; t=2025-05-15T12:35:27; ll=1768; FE=95.216.158.189:443; http_ping_ms=427; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=377
ts=6825df8f; t=2025-05-15T12:35:27; ll=1769; FE=185.112.146.199:443; http_ping_ms=456; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=406
ts=6825df8f; t=2025-05-15T12:35:27; ll=176a; FE=172.105.59.232:443; http_ping_ms=532; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=482
ts=6825df8f; t=2025-05-15T12:35:27; ll=176b; connect=45.33.40.85:443
ts=6825df8f; t=2025-05-15T12:35:27; ll=176c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1e0
ts=6825df8f; t=2025-05-15T12:35:27; ll=176d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825df8f; t=2025-05-15T12:35:27; ll=176e; wrote=549; wbps=346; read=889; eof=1; id=s1e0
ts=6825e020; t=2025-05-15T12:37:52; ll=176f; FE=45.33.40.85:443; http_ping_ms=55; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825e020; t=2025-05-15T12:37:52; ll=1770; FE=192.155.83.116:443; http_ping_ms=110; win=3; uuid=0934518f28e6250235207fc7b6a00b5b91548568; unbiased_ms=60
ts=6825e020; t=2025-05-15T12:37:52; ll=1771; FE=45.79.135.57:443; http_ping_ms=217; win=3; uuid=1cc4a24fcfc778a737f5ad751cecfae2d2dc4405; unbiased_ms=167
ts=6825e020; t=2025-05-15T12:37:52; ll=1772; FE=45.79.218.26:443; http_ping_ms=199; win=3; uuid=04240ff7b2ba5a978954e53989b2586e542ee9d3; unbiased_ms=149
ts=6825e020; t=2025-05-15T12:37:52; ll=1773; FE=139.162.73.59:443; http_ping_ms=299; win=3; uuid=2cb025d8a5bc3e64be82652bbded1b02e30b8a54; unbiased_ms=249
ts=6825e020; t=2025-05-15T12:37:52; ll=1774; FE=213.168.250.47:443; http_ping_ms=375; win=3; uuid=68d2e5c03fbbb4bd261248d520d452830b5f8a51; unbiased_ms=325
ts=6825e020; t=2025-05-15T12:37:52; ll=1775; FE=172.105.176.167:443; http_ping_ms=367; win=3; uuid=13004119e05cff9a228194b7393af9341b586873; unbiased_ms=317
ts=6825e020; t=2025-05-15T12:37:52; ll=1776; FE=139.162.5.63:443; http_ping_ms=424; win=3; uuid=d6952fbdd9ba4f32dd5dd41fadc4319b757157e2; unbiased_ms=374
ts=6825e020; t=2025-05-15T12:37:52; ll=1777; FE=95.216.158.189:443; http_ping_ms=434; win=3; uuid=970fc646d3d307edde3cb2c913a64d5997fb2aad; unbiased_ms=384
ts=6825e020; t=2025-05-15T12:37:52; ll=1778; FE=116.203.53.85:443; http_ping_ms=423; win=3; uuid=2a4f2821ad9165cd4842f5b292a8f8360cac2866; unbiased_ms=373
ts=6825e020; t=2025-05-15T12:37:52; ll=1779; FE=185.112.146.199:443; http_ping_ms=452; win=3; uuid=602604a8157e044fbbfaae39716d4553e2d05747; unbiased_ms=402
ts=6825e021; t=2025-05-15T12:37:53; ll=177a; FE=172.105.59.232:443; http_ping_ms=538; win=3; uuid=4c068c3d0ffe6aef4d47c30f5d58282600bb9b5a; unbiased_ms=488
ts=6825e021; t=2025-05-15T12:37:53; ll=177b; connect=45.33.40.85:443
ts=6825e021; t=2025-05-15T12:37:53; ll=177c; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1e1
ts=6825e021; t=2025-05-15T12:37:53; ll=177d; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
ts=6825e021; t=2025-05-15T12:37:53; ll=177e; wrote=549; wbps=346; read=889; eof=1; id=s1e1
ts=6825e0b2; t=2025-05-15T12:40:18; ll=177f; FE=45.33.40.85:443; http_ping_ms=54; win=3; uuid=3adf382dcd72eb009828bf60c02110ab38a7a80d; wanted_by=DNS
ts=6825e0b2; t=2025-05-15T12:40:18; ll=1780; connect=45.33.40.85:443
ts=6825e0b3; t=2025-05-15T12:40:19; ll=1781; FE=45.33.40.85:443; err=Duplicate; proto=http; domain=atsscribe.pagekite.me; id=s1e2
ts=6825e0b3; t=2025-05-15T12:40:19; ll=1782; FE=45.33.40.85:443; ports=79,80,443,465,843,993,995,1965,2222,3000,4545,5222,5223,5269,5670,6667,8000,8080,8081,8082,8083,9292,25565; protocols=http,http2,http3,https,websocket,irc,finger,httpfinger,raw,minecraft; raw_ports=virtual
